Marque;Modèle;Année;Puissance;Énergie;Boîte;Finition;Cote_Reference;Km_Reference;Decote_par_Km;Volume_Annonces;Qualite_Cote
TESLA;MODEL 3;2023;81;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;28695;47650;-0.05;4;C
TESLA;MODEL 3;2023;275;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;30990;30733;-0.05;3;C
TESLA;MODEL 3;2023;283;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;31740;30266;-0.07919;8;C
TESLA;MODEL 3;2023;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;30990;45908;-0.06735;138;A
TESLA;MODEL 3;2023;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;37995;30659;-0.0491;10;C
TESLA;MODEL 3;2024;275;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;32990;44875;-0.05;3;C
TESLA;MODEL 3;2024;283;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;34500;46860;-0.005;5;C
TESLA;MODEL 3;2024;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;33900;41584;-0.10635;63;A
TESLA;MODEL 3;2024;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;49945;15338;-0.08238;6;C
TESLA;MODEL 3;2025;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;37995;28583;-0.07095;6;C
TESLA;MODEL S;2013;421;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;19945;240750;-0.05;4;C
TESLA;MODEL S;2014;421;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;19990;235873;-0.025;7;C
TESLA;MODEL S;2014;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;17990;153333;-0.05;3;C
TESLA;MODEL S;2015;421;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;21500;152018;-0.04951;9;C
TESLA;MODEL S;2016;421;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;23000;176428;-0.02073;7;C
TESLA;MODEL S;2017;332;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;30990;83785;-0.08;6;C
TESLA;MODEL S;2017;422;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;28500;166114;-0.0213;19;B
TESLA;MODEL S;2018;332;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;24490;157556;-0.04828;27;B
TESLA;MODEL S;2018;422;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;36000;119693;-0.08;15;B
TESLA;MODEL S;2019;332;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;29499;114094;-0.05;4;C
TESLA;MODEL S;2019;422;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;35999;123399;-0.04;6;C
TESLA;MODEL S;2019;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;40996;119637;-0.04;12;B
TESLA;MODEL S;2020;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;40225;88700;-0.03162;12;B
TESLA;MODEL S;2020;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;48785;106500;-0.05;4;C
TESLA;MODEL S;2021;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;33990;144150;-0.05;3;C
TESLA;MODEL S;2022;135;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;75000;60800;-0.05;3;C
TESLA;MODEL S;2023;135;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;75900;48036;-0.15;9;C
TESLA;MODEL S;2024;0;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;86000;29213;-0.05;3;C
TESLA;MODEL X;2016;417;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;37990;159872;-0.05;3;C
TESLA;MODEL X;2017;332;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;38490;89863;-0.05;3;C
TESLA;MODEL X;2017;422;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;35740;143124;-0.03655;18;B
TESLA;MODEL X;2017;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;33990;153475;-0.05;4;C
TESLA;MODEL X;2018;332;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;28240;122344;-0.05;4;C
TESLA;MODEL X;2018;422;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;36745;130531;-0.08;20;B
TESLA;MODEL X;2019;422;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;39990;105471;-0.08;17;B
TESLA;MODEL X;2019;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;39500;91428;-0.00664;5;C
TESLA;MODEL X;2020;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;45990;109706;-0.04;9;C
TESLA;MODEL X;2020;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;47990;91298;-0.08;6;C
TESLA;MODEL X;2022;135;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;76490;74418;-0.15;6;C
TESLA;MODEL X;2023;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;72900;45399;-0.14691;11;B
TESLA;MODEL X;2024;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;90000;31289;-0.15;5;C
TESLA;MODEL Y;2021;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;30900;96055;-0.08275;17;B
TESLA;MODEL Y;2022;283;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;28445;72000;-0.05;4;C
TESLA;MODEL Y;2022;300;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;28980;68333;-0.05;3;C
TESLA;MODEL Y;2022;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;32945;73884;-0.07078;38;A
TESLA;MODEL Y;2022;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;33500;67155;-0.0676;89;A
TESLA;MODEL Y;2023;81;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;31490;46342;-0.09054;12;B
TESLA;MODEL Y;2023;275;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;31999;36200;-0.05;3;C
TESLA;MODEL Y;2023;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;35990;60787;-0.07594;25;B
TESLA;MODEL Y;2023;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;31600;57658;-0.07419;159;A
TESLA;MODEL Y;2024;81;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;33000;38684;-0.01459;9;C
TESLA;MODEL Y;2024;283;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;29900;52333;-0.05;3;C
TESLA;MODEL Y;2024;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;34000;36696;-0.09167;109;A
TESLA;MODEL Y;2024;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;44990;34303;-0.05036;11;B
TESLA;MODEL Y;2025;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;41995;25833;-0.10707;14;B
TESLA;MODEL3;2021;325;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;23500;107100;-0.07215;5;C
TESLA;MODELE;2014;0;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;19750;187000;-0.05;4;C
TESLA;MODELE;2017;320;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;26990;183000;-0.05;3;C
TESLA;MODELE;2019;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;17900;156694;-0.05292;7;C
TESLA;MODELE;2020;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;22000;119958;-0.07975;7;C
TESLA;MODELE;2021;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;24500;84417;-0.04564;25;B
TESLA;MODELE;2022;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;26800;57391;-0.01774;19;B
TESLA;MODELE;2023;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;31250;47280;-0.03055;40;A
TESLA;MODELE;2024;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;33490;40278;-0.14865;26;B
TESLA;S;2018;422;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;21950;220250;-0.05;4;C
TESLA;S;2020;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;35900;93000;-0.05;3;C
TESLA;X;2018;422;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;40450;89580;-0.05;4;C
TESLA;X;2019;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;40000;117366;-0.05;3;C
TESLA;Y;2022;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;34300;78445;-0.10676;13;B
TESLA;Y;2023;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;34500;69333;-0.05;3;C
TESLA;Y;2023;513;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;32500;61956;-0.07052;25;B
TESLA;Y;2024;440;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;34500;34861;-0.03841;13;B
TOYOTA;AURIS;2007;90;DIESEL;MANUELLE;STANDARD;2600;235800;-0.02;3;C
TOYOTA;AURIS;2008;90;DIESEL;MANUELLE;STANDARD;4000;200326;-0.02;5;C
TOYOTA;AURIS;2012;136;HYBRIDE;AUTOMATIQUE;STANDARD;8990;163256;-0.05;3;C
TOYOTA;AURIS;2013;136;HYBRIDE;AUTOMATIQUE;STANDARD;10492;186836;-0.01378;6;C
TOYOTA;AURIS;2015;99;HYBRIDE;AUTOMATIQUE;STANDARD;12000;185256;-0.02958;10;C
TOYOTA;AURIS;2016;136;HYBRIDE;AUTOMATIQUE;STANDARD;12990;154708;-0.03678;10;C
TOYOTA;AURIS;2017;136;HYBRIDE;AUTOMATIQUE;STANDARD;12840;147436;-0.01379;6;C
TOYOTA;AURIS;2018;136;HYBRIDE;AUTOMATIQUE;COLLECTION;15894;120025;-0.05;4;C
TOYOTA;AURIS;2018;136;HYBRIDE;AUTOMATIQUE;DESIGN;13990;122855;-0.05;3;C
TOYOTA;AURIS;2018;136;HYBRIDE;AUTOMATIQUE;STANDARD;13500;179927;-0.0278;11;B
TOYOTA;AURIS;2019;0;HYBRIDE;AUTOMATIQUE;STANDARD;16395;122664;-0.05;4;C
TOYOTA;AYGO;2005;68;ESSENCE;MANUELLE;STANDARD;3740;137642;-0.02;4;C
TOYOTA;AYGO;2006;68;ESSENCE;MANUELLE;STANDARD;3490;128862;-0.00879;10;C
TOYOTA;AYGO;2007;68;ESSENCE;MANUELLE;STANDARD;3900;134224;-0.01394;15;B
TOYOTA;AYGO;2008;68;ESSENCE;MANUELLE;STANDARD;3990;124626;-0.02;25;B
TOYOTA;AYGO;2009;68;ESSENCE;MANUELLE;STANDARD;4490;121399;-0.02;11;B
TOYOTA;AYGO;2010;68;ESSENCE;MANUELLE;STANDARD;3490;127953;-0.02;8;C
TOYOTA;AYGO;2011;68;ESSENCE;MANUELLE;STANDARD;4095;101821;-0.02059;12;B
TOYOTA;AYGO;2012;68;ESSENCE;MANUELLE;ACTIVE;5490;131333;-0.05;3;C
TOYOTA;AYGO;2012;68;ESSENCE;MANUELLE;STANDARD;4980;89725;-0.00529;6;C
TOYOTA;AYGO;2013;68;ESSENCE;MANUELLE;STANDARD;4490;117590;-0.025;5;C
TOYOTA;AYGO;2014;69;ESSENCE;MANUELLE;STANDARD;6500;85297;-0.03108;19;B
TOYOTA;AYGO;2015;69;ESSENCE;MANUELLE;STANDARD;7500;81471;-0.02249;43;A
TOYOTA;AYGO;2016;69;ESSENCE;AUTOMATIQUE;STANDARD;9990;62413;-0.03109;9;C
TOYOTA;AYGO;2016;69;ESSENCE;MANUELLE;STANDARD;7990;82952;-0.01823;28;B
TOYOTA;AYGO;2016;70;ESSENCE;MANUELLE;STANDARD;7490;90563;-0.05;3;C
TOYOTA;AYGO;2017;69;ESSENCE;AUTOMATIQUE;STANDARD;10000;66647;-0.04486;11;B
TOYOTA;AYGO;2017;69;ESSENCE;MANUELLE;STANDARD;7990;79076;-0.0311;41;A
TOYOTA;AYGO;2018;69;ESSENCE;MANUELLE;STANDARD;9685;59815;-0.00762;12;B
TOYOTA;AYGO;2018;72;ESSENCE;AUTOMATIQUE;STANDARD;11980;35475;-0.05;3;C
TOYOTA;AYGO;2018;72;ESSENCE;MANUELLE;STANDARD;8990;63226;-0.01924;39;A
TOYOTA;AYGO;2019;69;ESSENCE;MANUELLE;STANDARD;10395;32018;-0.05;4;C
TOYOTA;AYGO;2019;72;ESSENCE;AUTOMATIQUE;STANDARD;11990;32477;-0.02598;11;B
TOYOTA;AYGO;2019;72;ESSENCE;MANUELLE;STANDARD;9985;65589;-0.005;68;A
TOYOTA;AYGO;2020;72;ESSENCE;AUTOMATIQUE;STANDARD;12540;35349;-0.02132;14;B
TOYOTA;AYGO;2020;72;ESSENCE;MANUELLE;STANDARD;9990;42679;-0.01988;61;A
TOYOTA;AYGO;2021;72;ESSENCE;AUTOMATIQUE;STANDARD;13489;26752;-0.01627;14;B
TOYOTA;AYGO;2021;72;ESSENCE;AUTOMATIQUE;ZEN;13995;8997;-0.05;4;C
TOYOTA;AYGO;2021;72;ESSENCE;MANUELLE;STANDARD;11300;36830;-0.03809;71;A
TOYOTA;AYGO;2021;72;ESSENCE;MANUELLE;ZEN;10999;49961;-0.075;7;C
TOYOTA;AYGO;2022;72;ESSENCE;AUTOMATIQUE;COLLECTION;16490;28186;-0.04324;27;B
TOYOTA;AYGO;2022;72;ESSENCE;AUTOMATIQUE;DESIGN;15990;26203;-0.01457;48;A
TOYOTA;AYGO;2022;72;ESSENCE;AUTOMATIQUE;LIMITED;17300;26995;-0.03258;20;B
TOYOTA;AYGO;2022;72;ESSENCE;AUTOMATIQUE;STANDARD;15485;22440;-0.02194;60;A
TOYOTA;AYGO;2022;72;ESSENCE;MANUELLE;ACTIVE;13490;20521;-0.02346;20;B
TOYOTA;AYGO;2022;72;ESSENCE;MANUELLE;COLLECTION;15480;24005;-0.05123;19;B
TOYOTA;AYGO;2022;72;ESSENCE;MANUELLE;DESIGN;14490;27987;-0.023;163;A
TOYOTA;AYGO;2022;72;ESSENCE;MANUELLE;STANDARD;13500;29325;-0.02134;212;A
TOYOTA;AYGO;2022;72;ESSENCE;MANUELLE;ZEN;14745;27315;-0.04754;6;C
TOYOTA;AYGO;2023;72;ESSENCE;AUTOMATIQUE;COLLECTION;17999;16009;-0.04835;15;B
TOYOTA;AYGO;2023;72;ESSENCE;AUTOMATIQUE;DESIGN;15990;20908;-0.02685;23;B
TOYOTA;AYGO;2023;72;ESSENCE;AUTOMATIQUE;STANDARD;15990;18769;-0.01542;43;A
TOYOTA;AYGO;2023;72;ESSENCE;MANUELLE;ACTIVE;13735;16518;-0.01762;222;A
TOYOTA;AYGO;2023;72;ESSENCE;MANUELLE;COLLECTION;15490;28008;-0.05;3;C
TOYOTA;AYGO;2023;72;ESSENCE;MANUELLE;DESIGN;14890;23840;-0.01407;27;B
TOYOTA;AYGO;2023;72;ESSENCE;MANUELLE;STANDARD;14490;20548;-0.02282;149;A
TOYOTA;AYGO;2024;72;ESSENCE;AUTOMATIQUE;COLLECTION;19140;7116;-0.005;10;C
TOYOTA;AYGO;2024;72;ESSENCE;AUTOMATIQUE;DESIGN;16990;13862;-0.06868;36;A
TOYOTA;AYGO;2024;72;ESSENCE;AUTOMATIQUE;STANDARD;15980;20396;-0.03402;31;A
TOYOTA;AYGO;2024;72;ESSENCE;MANUELLE;ACTIVE;14580;18699;-0.02509;5;C
TOYOTA;AYGO;2024;72;ESSENCE;MANUELLE;COLLECTION;17490;5499;-0.005;5;C
TOYOTA;AYGO;2024;72;ESSENCE;MANUELLE;DESIGN;15900;15265;-0.04141;153;A
TOYOTA;AYGO;2024;72;ESSENCE;MANUELLE;STANDARD;15085;10238;-0.04341;36;A
TOYOTA;AYGO;2025;72;ESSENCE;AUTOMATIQUE;COLLECTION;19999;7080;-0.13546;11;B
TOYOTA;AYGO;2025;72;ESSENCE;AUTOMATIQUE;DESIGN;18895;7356;-0.09118;24;B
TOYOTA;AYGO;2025;72;ESSENCE;AUTOMATIQUE;STANDARD;17490;6027;-0.07978;20;B
TOYOTA;AYGO;2025;72;ESSENCE;MANUELLE;DESIGN;17895;5122;-0.075;46;A
TOYOTA;AYGO;2025;72;ESSENCE;MANUELLE;STANDARD;15990;9405;-0.08799;43;A
TOYOTA;BZ4X;2023;218;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;37900;5666;-0.05;3;C
TOYOTA;C-HR;2017;116;ESSENCE;MANUELLE;STANDARD;13440;85457;-0.04203;8;C
TOYOTA;C-HR;2017;122;HYBRIDE;AUTOMATIQUE;STANDARD;16495;98859;-0.05114;14;B
TOYOTA;C-HR;2018;116;ESSENCE;MANUELLE;STANDARD;14695;87545;-0.05;4;C
TOYOTA;C-HR;2018;122;HYBRIDE;AUTOMATIQUE;COLLECTION;17990;95194;-0.03063;9;C
TOYOTA;C-HR;2018;122;HYBRIDE;AUTOMATIQUE;STANDARD;16990;105441;-0.03688;16;B
TOYOTA;C-HR;2019;122;HYBRIDE;AUTOMATIQUE;COLLECTION;19380;85239;-0.007;7;C
TOYOTA;C-HR;2019;122;HYBRIDE;AUTOMATIQUE;DESIGN;19290;76047;-0.04;9;C
TOYOTA;C-HR;2019;122;HYBRIDE;AUTOMATIQUE;STANDARD;16900;130556;-0.03373;20;B
TOYOTA;C-HR;2020;184;HYBRIDE;AUTOMATIQUE;COLLECTION;21445;87646;-0.05;4;C
TOYOTA;C-HR;2020;184;HYBRIDE;AUTOMATIQUE;STANDARD;19994;73878;-0.04209;18;B
TOYOTA;C-HR;2021;184;HYBRIDE;AUTOMATIQUE;COLLECTION;22880;48689;-0.05;3;C
TOYOTA;C-HR;2021;184;HYBRIDE;AUTOMATIQUE;GR SPORT;26445;41180;-0.05;4;C
TOYOTA;C-HR;2021;184;HYBRIDE;AUTOMATIQUE;STANDARD;20900;77803;-0.04912;21;B
TOYOTA;C-HR;2022;122;HYBRIDE;AUTOMATIQUE;COLLECTION;24990;46396;-0.075;5;C
TOYOTA;C-HR;2022;122;HYBRIDE;AUTOMATIQUE;GR SPORT;24540;71611;-0.03594;8;C
TOYOTA;C-HR;2022;122;HYBRIDE;AUTOMATIQUE;STANDARD;22990;53586;-0.05927;50;A
TOYOTA;C-HR;2022;184;HYBRIDE;AUTOMATIQUE;COLLECTION;25980;46362;-0.05;3;C
TOYOTA;C-HR;2023;122;HYBRIDE;AUTOMATIQUE;COLLECTION;25740;43273;-0.05;4;C
TOYOTA;C-HR;2023;122;HYBRIDE;AUTOMATIQUE;DESIGN;24985;33828;-0.10014;6;C
TOYOTA;C-HR;2023;122;HYBRIDE;AUTOMATIQUE;STANDARD;23490;54310;-0.07678;13;B
TOYOTA;C-HR;2023;184;HYBRIDE;AUTOMATIQUE;DESIGN;25494;32307;-0.05;4;C
TOYOTA;C-HR;2023;184;HYBRIDE;AUTOMATIQUE;GR SPORT;27990;37571;-0.05;3;C
TOYOTA;C-HR;2024;140;HYBRIDE;AUTOMATIQUE;COLLECTION;31990;20208;-0.12915;11;B
TOYOTA;C-HR;2024;140;HYBRIDE;AUTOMATIQUE;DESIGN;29500;21236;-0.08234;65;A
TOYOTA;C-HR;2024;140;HYBRIDE;AUTOMATIQUE;STANDARD;27495;13009;-0.06461;14;B
TOYOTA;C-HR;2024;200;HYBRIDE;AUTOMATIQUE;COLLECTION;32890;26408;-0.05;3;C
TOYOTA;C-HR;2024;200;HYBRIDE;AUTOMATIQUE;DESIGN;28990;27212;-0.07508;26;B
TOYOTA;C-HR;2024;200;HYBRIDE;AUTOMATIQUE;GR SPORT;36940;22033;-0.01112;6;C
TOYOTA;C-HR;2025;140;HYBRIDE;AUTOMATIQUE;COLLECTION;35490;6361;-0.075;13;B
TOYOTA;C-HR;2025;140;HYBRIDE;AUTOMATIQUE;DESIGN;32990;9242;-0.15;41;A
TOYOTA;C-HR;2025;140;HYBRIDE;AUTOMATIQUE;STANDARD;31582;2781;-0.075;8;C
TOYOTA;C-HR;2025;200;HYBRIDE;AUTOMATIQUE;DESIGN;31790;9578;-0.05;3;C
TOYOTA;C-HR;2025;225;HYBRIDE;AUTOMATIQUE;COLLECTION;40862;7769;-0.15;8;C
TOYOTA;C-HR;2025;225;HYBRIDE;AUTOMATIQUE;DESIGN;36880;8316;-0.15;6;C
TOYOTA;C-HR;2025;225;HYBRIDE;AUTOMATIQUE;GR SPORT;41900;3810;-0.15;7;C
TOYOTA;CELICA;1995;0;ESSENCE;MANUELLE;STANDARD;6000;207333;-0.02;3;C
TOYOTA;CH;2018;122;HYBRIDE;AUTOMATIQUE;STANDARD;15370;134776;-0.05;4;C
TOYOTA;CH;2020;184;HYBRIDE;AUTOMATIQUE;STANDARD;19000;52666;-0.05;3;C
TOYOTA;CHR;2017;122;HYBRIDE;AUTOMATIQUE;STANDARD;16350;127500;-0.02875;6;C
TOYOTA;CHR;2018;0;HYBRIDE;AUTOMATIQUE;STANDARD;17200;94333;-0.05;3;C
TOYOTA;CHR;2019;0;HYBRIDE;AUTOMATIQUE;STANDARD;16350;106000;-0.05;4;C
TOYOTA;CHR;2020;0;HYBRIDE;AUTOMATIQUE;STANDARD;17000;121666;-0.05;3;C
TOYOTA;CHR;2021;122;HYBRIDE;AUTOMATIQUE;STANDARD;20295;90951;-0.05;4;C
TOYOTA;CHR;2022;122;HYBRIDE;AUTOMATIQUE;STANDARD;20250;87075;-0.05;4;C
TOYOTA;COROLLA;2002;110;DIESEL;MANUELLE;STANDARD;2200;218252;-0.02;3;C
TOYOTA;COROLLA;2005;0;DIESEL;MANUELLE;STANDARD;3990;240000;-0.02;3;C
TOYOTA;COROLLA;2005;0;ESSENCE;MANUELLE;STANDARD;2600;182521;-0.02;3;C
TOYOTA;COROLLA;2007;136;DIESEL;MANUELLE;STANDARD;4000;179860;-0.02;3;C
TOYOTA;COROLLA;2019;184;HYBRIDE;AUTOMATIQUE;COLLECTION;18490;80000;-0.05;3;C
TOYOTA;COROLLA;2019;184;HYBRIDE;AUTOMATIQUE;DESIGN;18490;70207;-0.05;4;C
TOYOTA;COROLLA;2019;184;HYBRIDE;AUTOMATIQUE;STANDARD;17490;106662;-0.03484;10;C
TOYOTA;COROLLA;2020;0;ESSENCE;AUTOMATIQUE;STANDARD;10990;133666;-0.05;3;C
TOYOTA;COROLLA;2020;122;HYBRIDE;AUTOMATIQUE;COLLECTION;20474;77959;-0.06366;8;C
TOYOTA;COROLLA;2020;122;HYBRIDE;AUTOMATIQUE;DESIGN;21990;58996;-0.05;3;C
TOYOTA;COROLLA;2020;122;HYBRIDE;AUTOMATIQUE;STANDARD;17190;99932;-0.02634;20;B
TOYOTA;COROLLA;2021;122;HYBRIDE;AUTOMATIQUE;COLLECTION;22990;74770;-0.09405;5;C
TOYOTA;COROLLA;2021;122;HYBRIDE;AUTOMATIQUE;DESIGN;19990;72086;-0.05;3;C
TOYOTA;COROLLA;2021;122;HYBRIDE;AUTOMATIQUE;STANDARD;19239;81906;-0.0171;14;B
TOYOTA;COROLLA;2022;122;HYBRIDE;AUTOMATIQUE;COLLECTION;22140;77617;-0.05;4;C
TOYOTA;COROLLA;2022;122;HYBRIDE;AUTOMATIQUE;DESIGN;20890;57585;-0.05763;5;C
TOYOTA;COROLLA;2022;122;HYBRIDE;AUTOMATIQUE;STANDARD;19989;67961;-0.02416;16;B
TOYOTA;COROLLA;2023;140;HYBRIDE;AUTOMATIQUE;DESIGN;25485;47181;-0.05;4;C
TOYOTA;COROLLA;2023;140;HYBRIDE;AUTOMATIQUE;GR SPORT;27144;23822;-0.05;4;C
TOYOTA;COROLLA;2023;140;HYBRIDE;AUTOMATIQUE;STANDARD;20490;72187;-0.00861;10;C
TOYOTA;COROLLA;2023;196;HYBRIDE;AUTOMATIQUE;GR SPORT;27990;35970;-0.05;4;C
TOYOTA;COROLLA;2024;140;HYBRIDE;AUTOMATIQUE;DESIGN;28290;25099;-0.075;22;B
TOYOTA;COROLLA;2024;140;HYBRIDE;AUTOMATIQUE;GR SPORT;29595;20496;-0.05241;18;B
TOYOTA;COROLLA;2024;140;HYBRIDE;AUTOMATIQUE;STANDARD;25990;33981;-0.075;6;C
TOYOTA;COROLLA;2025;140;HYBRIDE;AUTOMATIQUE;DESIGN;31239;9193;-0.12908;10;C
TOYOTA;COROLLA;2025;140;HYBRIDE;AUTOMATIQUE;GR SPORT;33980;3005;-0.075;6;C
TOYOTA;COROLLA;2025;140;HYBRIDE;AUTOMATIQUE;STANDARD;31230;3283;-0.15;6;C
TOYOTA;COROLLA;2025;178;HYBRIDE;AUTOMATIQUE;GR SPORT;36990;5836;-0.05;3;C
TOYOTA;HILUX;2008;0;DIESEL;MANUELLE;STANDARD;14745;240450;-0.02;4;C
TOYOTA;HILUX;2019;0;DIESEL;MANUELLE;STANDARD;35000;87333;-0.05;3;C
TOYOTA;HILUX;2021;0;DIESEL;AUTOMATIQUE;STANDARD;37700;84750;-0.05;4;C
TOYOTA;HILUX;2021;0;DIESEL;MANUELLE;STANDARD;29990;130814;-0.04472;7;C
TOYOTA;HILUX;2022;150;DIESEL;MANUELLE;STANDARD;30400;84400;-0.11805;5;C
TOYOTA;HILUX;2025;204;DIESEL;AUTOMATIQUE;STANDARD;56780;1072;-0.15;19;B
TOYOTA;HILUX;2025;204;DIESEL;MANUELLE;STANDARD;49980;30;-0.075;16;B
TOYOTA;LAND;1995;170;DIESEL;MANUELLE;STANDARD;13450;338000;-0.02;4;C
TOYOTA;LAND;1996;0;DIESEL;MANUELLE;STANDARD;14500;298904;-0.02;3;C
TOYOTA;LAND;1997;125;DIESEL;MANUELLE;STANDARD;9200;328800;-0.01886;5;C
TOYOTA;LAND;2005;165;DIESEL;AUTOMATIQUE;STANDARD;18450;288500;-0.02;4;C
TOYOTA;LAND;2005;165;DIESEL;MANUELLE;STANDARD;17000;323333;-0.02;3;C
TOYOTA;PRIUS;2007;77;HYBRIDE;AUTOMATIQUE;STANDARD;6000;284357;-0.02;3;C
TOYOTA;PRIUS;2009;0;HYBRIDE;AUTOMATIQUE;STANDARD;7500;182333;-0.02;3;C
TOYOTA;PRIUS;2010;136;HYBRIDE;AUTOMATIQUE;STANDARD;7990;214695;-0.02;3;C
TOYOTA;PRIUS;2012;0;HYBRIDE;AUTOMATIQUE;STANDARD;10300;295460;-0.05;3;C
TOYOTA;PRIUS;2016;122;HYBRIDE;AUTOMATIQUE;STANDARD;14845;184989;-0.03759;6;C
TOYOTA;PRIUS;2017;0;HYBRIDE;AUTOMATIQUE;STANDARD;17445;137935;-0.05;4;C
TOYOTA;PRIUS;2025;223;HYBRIDE;AUTOMATIQUE;DESIGN;38990;8072;-0.05;4;C
TOYOTA;PROACE;2017;180;DIESEL;MANUELLE;STANDARD;22480;173033;-0.05;3;C
TOYOTA;PROACE;2018;0;DIESEL;MANUELLE;STANDARD;18490;115685;-0.05;4;C
TOYOTA;PROACE;2019;0;DIESEL;MANUELLE;STANDARD;23395;115660;-0.01566;6;C
TOYOTA;PROACE;2020;120;DIESEL;MANUELLE;STANDARD;15994;137913;-0.08;6;C
TOYOTA;PROACE;2021;0;ESSENCE;MANUELLE;STANDARD;19239;44159;-0.05;4;C
TOYOTA;PROACE;2021;120;DIESEL;MANUELLE;STANDARD;22990;94965;-0.01262;10;C
TOYOTA;PROACE;2022;100;DIESEL;MANUELLE;STANDARD;23940;59358;-0.06326;6;C
TOYOTA;PROACE;2022;130;ESSENCE;AUTOMATIQUE;STANDARD;20900;89073;-0.05;3;C
TOYOTA;PROACE;2023;0;DIESEL;MANUELLE;STANDARD;29990;27457;-0.05;3;C
TOYOTA;PROACE;2024;100;DIESEL;MANUELLE;STANDARD;33490;33478;-0.13815;6;C
TOYOTA;PROACE;2025;67;ÉLECTRIQUE;AUTOMATIQUE;STANDARD;26880;20;-0.075;8;C
TOYOTA;RAV;2019;218;HYBRIDE;AUTOMATIQUE;STANDARD;24995;114515;-0.02663;5;C
