Marque;Modele;Annee;Km_Tranche;Energie;Boite;Cote_Moyenne;Cote_Mediane;Prix_Min;Prix_Max;Nb_Annonces;Fiabilité
AUDI;A4;1999;360000 - 375000;Diesel;Manuelle;2200;2200.0;2200;2200;1;Très Faible (1)
AUDI;A4;1999;405000 - 420000;Diesel;Manuelle;1950;1950.0;1950;1950;1;Très Faible (1)
AUDI;A4;1999;420000 - 435000;Diesel;Manuelle;1300;1300.0;1300;1300;1;Très Faible (1)
AUDI;A4;1999;435000 - 450000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
AUDI;A4;1999;465000 - 480000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
AUDI;A4;2000;195000 - 210000;Diesel;Manuelle;1250;1250.0;1000;1500;2;Faible (2-5)
AUDI;A4;2000;195000 - 210000;Essence;Automatique;3200;3200.0;3200;3200;1;Très Faible (1)
AUDI;A4;2000;210000 - 225000;Essence;Manuelle;3000;3000.0;3000;3000;1;Très Faible (1)
AUDI;A4;2000;240000 - 255000;Diesel;Manuelle;1500;1500.0;1500;1500;2;Faible (2-5)
AUDI;A4;2000;240000 - 255000;Essence;Manuelle;2650;2650.0;2650;2650;1;Très Faible (1)
AUDI;A4;2000;255000 - 270000;Diesel;Manuelle;1400;1400.0;1400;1400;1;Très Faible (1)
AUDI;A4;2000;270000 - 285000;Diesel;Manuelle;1600;1600.0;1600;1600;1;Très Faible (1)
AUDI;A4;2000;285000 - 300000;Diesel;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;A4;2000;300000 - 315000;Diesel;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;A4;2000;315000 - 330000;Essence;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
AUDI;A4;2000;330000 - 345000;Diesel;Manuelle;1000;1000.0;1000;1000;1;Très Faible (1)
AUDI;A4;2000;345000 - 360000;Diesel;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
AUDI;A4;2000;360000 - 375000;Diesel;Manuelle;1750;1750.0;1750;1750;1;Très Faible (1)
AUDI;A4;2000;375000 - 390000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
AUDI;A4;2001;120000 - 135000;Essence;Manuelle;3990;3990.0;3990;3990;1;Très Faible (1)
AUDI;A4;2001;165000 - 180000;Essence;Manuelle;2990;2990.0;2990;2990;1;Très Faible (1)
AUDI;A4;2001;195000 - 210000;Essence;Manuelle;3300;3300.0;3300;3300;1;Très Faible (1)
AUDI;A4;2001;255000 - 270000;Diesel;Manuelle;2900;2900.0;2900;2900;1;Très Faible (1)
AUDI;A4;2001;270000 - 285000;Essence;Manuelle;2600;2600.0;2600;2600;1;Très Faible (1)
AUDI;A4;2001;285000 - 300000;Diesel;Manuelle;3200;3200.0;3200;3200;1;Très Faible (1)
AUDI;A4;2001;285000 - 300000;Essence;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;A4;2001;300000 - 315000;Diesel;Manuelle;2550;2550.0;1600;3500;2;Faible (2-5)
AUDI;A4;2001;300000 - 315000;Essence;Manuelle;2300;2300.0;2300;2300;1;Très Faible (1)
AUDI;A4;2001;315000 - 330000;Diesel;Manuelle;1750;1750.0;1750;1750;1;Très Faible (1)
AUDI;A4;2001;345000 - 360000;Diesel;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
AUDI;A4;2001;360000 - 375000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
AUDI;A4;2001;375000 - 390000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
AUDI;A4;2001;420000 - 435000;Essence;Automatique;1500;1500.0;1500;1500;1;Très Faible (1)
AUDI;A4;2001;90000 - 105000;Essence;Manuelle;3900;3900.0;3900;3900;1;Très Faible (1)
AUDI;A4;2002;165000 - 180000;Essence;Manuelle;3200;3200.0;3200;3200;1;Très Faible (1)
AUDI;A4;2002;255000 - 270000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
AUDI;A4;2002;270000 - 285000;Diesel;Manuelle;4600;4600.0;4600;4600;1;Très Faible (1)
AUDI;A4 V;2017;105000 - 120000;Diesel;Auto;19490;19490.0;19488;19488;1;Très Faible (1)
AUDI;A4 V AVANT;2017;60000 - 75000;Diesel;Auto;19990;19990.0;19990;19990;1;Très Faible (1)
AUDI;A4 V AVANT;2018;150000 - 165000;Diesel;Auto;16900;16900.0;16900;16900;1;Très Faible (1)
AUDI;A4 V AVANT PHASE 2;2024;75000 - 90000;Diesel;Auto;37990;37990.0;37990;37990;1;Très Faible (1)
AUDI;A4 V AVANT PHASE 3;2019;105000 - 120000;Essence;Auto;20990;20990.0;20988;20988;1;Très Faible (1)
AUDI;A4 V AVANT PHASE 3;2021;105000 - 120000;Diesel;Auto;22990;22990.0;22990;22990;1;Très Faible (1)
AUDI;A4 V AVANT PHASE 3;2022;135000 - 150000;Diesel;Auto;29990;29990.0;29990;29990;1;Très Faible (1)
AUDI;A4 V PHASE 3;2020;30000 - 45000;Diesel;Auto;27990;27990.0;27990;27990;1;Très Faible (1)
AUDI;A4 V PHASE 3;2021;60000 - 75000;Diesel;Auto;26590;26590.0;26590;26590;1;Très Faible (1)
AUDI;A5;2008;180000 - 195000;Essence;Manuelle;10490;10490.0;10490;10490;1;Très Faible (1)
AUDI;A5 CABRIOLET PHASE 2;2016;45000 - 60000;Essence;Manuelle;23990;23990.0;23990;23990;1;Très Faible (1)
AUDI;A5 II;2018;105000 - 120000;Diesel;Auto;25000;25000.0;24999;24999;1;Très Faible (1)
AUDI;A5 II CABRIOLET;2017;45000 - 60000;Diesel;Auto;28990;28990.0;28988;28988;1;Très Faible (1)
AUDI;A5 III AVANT;2025;0 - 15000;Essence;Auto;61980;61980.0;61980;61980;1;Très Faible (1)
AUDI;A5 SPORTBACK;2011;105000 - 120000;Essence;Auto;13890;13890.0;13890;13890;1;Très Faible (1)
AUDI;A5 SPORTBACK II;2018;105000 - 120000;Diesel;Auto;26990;26990.0;26990;26990;1;Très Faible (1)
AUDI;A5 SPORTBACK II;2018;135000 - 150000;Essence;Auto;24990;24990.0;24989;24989;1;Très Faible (1)
AUDI;A5 SPORTBACK II PHASE 2;2022;60000 - 75000;Essence;Auto;38480;38480.0;38480;38480;1;Très Faible (1)
AUDI;A5 SPORTBACK PHASE 2;2018;90000 - 105000;Diesel;Manuelle;19490;19490.0;19490;19490;1;Très Faible (1)
AUDI;A6;1997;135000 - 150000;Essence;Manuelle;3500;3500.0;3500;3500;1;Très Faible (1)
AUDI;A6;1997;210000 - 225000;Diesel;Manuelle;2400;2400.0;2400;2400;1;Très Faible (1)
AUDI;A6;1997;210000 - 225000;Essence;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;A6;1997;225000 - 240000;Essence;Manuelle;3300;3300.0;3200;3400;2;Faible (2-5)
AUDI;A6;1997;240000 - 255000;Essence;Manuelle;3500;3500.0;3500;3500;1;Très Faible (1)
AUDI;A6;1998;180000 - 195000;Essence;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;A6;1998;195000 - 210000;Essence;Manuelle;3500;3500.0;3500;3500;1;Très Faible (1)
AUDI;A6;1998;240000 - 255000;Diesel;Automatique;1200;1200.0;1200;1200;1;Très Faible (1)
AUDI;A6;1998;285000 - 300000;Essence;Manuelle;1300;1300.0;1300;1300;1;Très Faible (1)
AUDI;A6;1998;300000 - 315000;Essence;Automatique;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;A6;1998;345000 - 360000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
AUDI;A6;1999;210000 - 225000;Essence;Automatique;3900;3900.0;3900;3900;1;Très Faible (1)
AUDI;A6;1999;225000 - 240000;Diesel;Automatique;1900;1900.0;1900;1900;1;Très Faible (1)
AUDI;A6;1999;225000 - 240000;Essence;Automatique;1300;1300.0;1300;1300;1;Très Faible (1)
AUDI;A6;1999;240000 - 255000;Diesel;Automatique;3000;3000.0;2990;3000;2;Faible (2-5)
AUDI;A6;1999;240000 - 255000;Essence;Manuelle;1600;1600.0;1600;1600;1;Très Faible (1)
AUDI;A6;1999;255000 - 270000;Essence;Automatique;3000;3000.0;3000;3000;1;Très Faible (1)
AUDI;A6;1999;285000 - 300000;Diesel;Manuelle;3000;3000.0;3000;3000;1;Très Faible (1)
AUDI;A6;1999;300000 - 315000;Diesel;Manuelle;3000;3000.0;2999;2999;1;Très Faible (1)
AUDI;A6;1999;330000 - 345000;Diesel;Automatique;1300;1300.0;1300;1300;1;Très Faible (1)
AUDI;A6;1999;375000 - 390000;Diesel;Manuelle;2300;2300.0;2300;2300;1;Très Faible (1)
AUDI;A6;1999;390000 - 405000;Diesel;Manuelle;2380;2380.0;1550;3200;2;Faible (2-5)
AUDI;A6;1999;420000 - 435000;Diesel;Manuelle;3500;3500.0;3500;3500;1;Très Faible (1)
AUDI;A6;2000;210000 - 225000;Essence;Manuelle;3350;3350.0;3350;3350;1;Très Faible (1)
AUDI;A6;2000;270000 - 285000;Diesel;Automatique;4000;4000.0;4000;4000;1;Très Faible (1)
AUDI;A6;2000;300000 - 315000;Diesel;Manuelle;2100;2100.0;2100;2100;1;Très Faible (1)
AUDI;A6;2000;330000 - 345000;Diesel;Manuelle;2420;2420.0;1050;3800;2;Faible (2-5)
AUDI;A6;2000;90000 - 105000;Diesel;Automatique;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;A6;2001;180000 - 195000;Essence;Automatique;3500;3500.0;1500;5490;2;Faible (2-5)
AUDI;A6;2001;210000 - 225000;Diesel;Manuelle;3000;3000.0;3000;3000;1;Très Faible (1)
AUDI;A6;2001;300000 - 315000;Diesel;Manuelle;2150;2150.0;2150;2150;1;Très Faible (1)
AUDI;A6;2001;315000 - 330000;Diesel;Automatique;3800;3800.0;3800;3800;1;Très Faible (1)
AUDI;A6;2001;360000 - 375000;Diesel;Manuelle;1880;1880.0;1500;2250;2;Faible (2-5)
AUDI;A6;2001;420000 - 435000;Diesel;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
AUDI;A6;2002;255000 - 270000;Essence;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
AUDI;A6 V;2023;30000 - 45000;Hybrides;Auto;52800;52800.0;52800;52800;1;Très Faible (1)
AUDI;A6 V AVANT;2021;75000 - 90000;Hybrides;Auto;43990;43990.0;43990;43990;1;Très Faible (1)
AUDI;A6 V AVANT;2022;15000 - 30000;Hybrides;Auto;47210;47210.0;47208;47208;1;Très Faible (1)
AUDI;A6 VI E-TRON SPORTBACK;2025;0 - 15000;Électrique;Auto;73700;73700.0;73702;73702;1;Très Faible (1)
AUDI;A7 SPORTBACK;2011;150000 - 165000;Diesel;Auto;16900;16900.0;16900;16900;1;Très Faible (1)
AUDI;A7 SPORTBACK II;2020;90000 - 105000;Hybrides;Auto;39990;39990.0;39990;39990;1;Très Faible (1)
AUDI;A8;1997;165000 - 180000;Essence;Automatique;4500;4500.0;4500;4500;1;Très Faible (1)
AUDI;A8;1998;180000 - 195000;Essence;Automatique;4900;4900.0;4900;4900;1;Très Faible (1)
AUDI;A8;1998;240000 - 255000;Essence;Automatique;5290;5290.0;5290;5290;1;Très Faible (1)
AUDI;A8;1999;225000 - 240000;Essence;Automatique;8500;8500.0;5000;12000;2;Faible (2-5)
AUDI;A8;2000;210000 - 225000;Essence;Automatique;4990;4990.0;4990;4990;1;Très Faible (1)
AUDI;A8;2000;360000 - 375000;Diesel;Automatique;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;A8;2001;300000 - 315000;Diesel;Automatique;5500;5500.0;5500;5500;1;Très Faible (1)
AUDI;A8 IV;2020;45000 - 60000;Hybrides;Auto;58990;58990.0;58990;58990;1;Très Faible (1)
AUDI;AUTRE;1999;240000 - 255000;Essence;Manuelle;2850;2850.0;2850;2850;1;Très Faible (1)
AUDI;AUTRE;2001;180000 - 195000;Diesel;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;BREAK;2001;195000 - 210000;Diesel;Automatique;2500;2500.0;2500;2500;1;Très Faible (1)
AUDI;CABRIOLET;1998;195000 - 210000;Essence;Manuelle;14000;14000.0;14000;14000;1;Très Faible (1)
AUDI;CABRIOLET;1999;330000 - 345000;Diesel;Manuelle;6000;6000.0;6000;6000;1;Très Faible (1)
AUDI;CABRIOLET;2000;105000 - 120000;Essence;Manuelle;14000;14000.0;14000;14000;1;Très Faible (1)
AUDI;CABRIOLET;2000;180000 - 195000;Diesel;Manuelle;6000;6000.0;6000;6000;1;Très Faible (1)
AUDI;E-TRON GT;2021;15000 - 30000;Électrique;Auto;59900;59900.0;59900;59900;1;Très Faible (1)
AUDI;E-TRON SPORTBACK;2023;0 - 15000;Électrique;Auto;45500;45500.0;45500;45500;1;Très Faible (1)
AUDI;Q2;2017;120000 - 135000;Diesel;Manuelle;16990;16990.0;16990;16990;1;Très Faible (1)
AUDI;Q2;2017;75000 - 90000;Diesel;Manuelle;19490;19490.0;19490;19490;1;Très Faible (1)
AUDI;Q2;2018;75000 - 90000;Diesel;Manuelle;17590;17590.0;17590;17590;1;Très Faible (1)
AUDI;Q2;2019;90000 - 105000;Diesel;Manuelle;19800;19800.0;19799;19799;1;Très Faible (1)
AUDI;Q2;2020;45000 - 60000;Essence;Auto;22990;22990.0;22990;22990;1;Très Faible (1)
AUDI;Q2 PHASE 2;2021;60000 - 75000;Diesel;Auto;28590;28590.0;28590;28590;1;Très Faible (1)
AUDI;Q2 PHASE 2;2022;15000 - 30000;Essence;Auto;27500;27500.0;27499;27499;1;Très Faible (1)
AUDI;Q2 PHASE 2;2022;60000 - 75000;Diesel;Auto;34990;34990.0;34990;34990;1;Très Faible (1)
AUDI;Q2 PHASE 2;2023;15000 - 30000;Essence;Auto;27490;27490.0;27490;27490;1;Très Faible (1)
AUDI;Q2 PHASE 2;2023;30000 - 45000;Essence;Auto;28290;28290.0;28290;28290;1;Très Faible (1)
AUDI;Q2 PHASE 2;2024;15000 - 30000;Diesel;Auto;37300;37300.0;37299;37299;1;Très Faible (1)
AUDI;Q2 PHASE 2;2025;15000 - 30000;Diesel;Auto;38390;38390.0;35990;40799;2;Faible (2-5)
AUDI;Q2 PHASE 2;2025;15000 - 30000;Essence;Auto;37900;37900.0;37900;37900;1;Très Faible (1)
AUDI;Q3 II;2019;105000 - 120000;Diesel;Auto;27990;27990.0;27990;27990;1;Très Faible (1)
AUDI;Q3 II;2019;30000 - 45000;Diesel;Auto;34990;34990.0;34990;34990;1;Très Faible (1)
AUDI;Q3 II;2020;60000 - 75000;Essence;Auto;30000;30000.0;29999;29999;1;Très Faible (1)
AUDI;Q3 II;2020;75000 - 90000;Essence;Manuelle;24300;24300.0;24299;24299;1;Très Faible (1)
AUDI;Q3 II;2021;30000 - 45000;Essence;Auto;35800;35800.0;35799;35799;1;Très Faible (1)
AUDI;Q3 II;2021;45000 - 60000;Diesel;Auto;37900;37900.0;37900;37900;1;Très Faible (1)
AUDI;Q3 II;2021;75000 - 90000;Essence;Auto;27790;27790.0;27788;27788;1;Très Faible (1)
AUDI;Q3 II;2022;0 - 15000;Hybrides;Auto;34900;34900.0;34900;34900;1;Très Faible (1)
AUDI;Q3 II;2022;30000 - 45000;Diesel;Auto;35490;35490.0;35490;35490;1;Très Faible (1)
AUDI;Q3 II;2022;30000 - 45000;Hybrides;Auto;30900;30900.0;30900;30900;2;Faible (2-5)
AUDI;Q3 II;2023;45000 - 60000;Diesel;Auto;33990;33990.0;33990;33990;1;Très Faible (1)
AUDI;Q3 II;2025;0 - 15000;Essence;Auto;53440;53440.0;49990;56900;2;Faible (2-5)
AUDI;Q3 II SPORTBACK;2018;75000 - 90000;Diesel;Manuelle;23000;23000.0;22999;22999;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2019;90000 - 105000;Essence;Auto;34990;34990.0;34990;34990;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2020;90000 - 105000;Diesel;Auto;32990;32990.0;32990;32990;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2021;45000 - 60000;Hybrides;Auto;36900;36900.0;36900;36900;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2021;60000 - 75000;Hybrides;Auto;34990;34990.0;34990;34990;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2021;75000 - 90000;Hybrides;Auto;36490;36490.0;36490;36490;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2022;15000 - 30000;Hybrides;Auto;33490;33490.0;33490;33490;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2022;45000 - 60000;Diesel;Auto;38000;38000.0;38000;38000;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2022;75000 - 90000;Diesel;Auto;34990;34990.0;34990;34990;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2022;90000 - 105000;Diesel;Auto;36000;36000.0;35999;35999;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2023;30000 - 45000;Diesel;Auto;42290;42290.0;42288;42288;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2023;30000 - 45000;Hybrides;Auto;44590;44590.0;44590;44590;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2023;45000 - 60000;Diesel;Auto;37730;37730.0;37730;37730;1;Très Faible (1)
AUDI;Q3 II SPORTBACK;2024;15000 - 30000;Diesel;Auto;42740;42740.0;36990;48500;2;Faible (2-5)
AUDI;Q3 II SPORTBACK;2025;15000 - 30000;Diesel;Auto;50290;50290.0;50290;50290;1;Très Faible (1)
AUDI;Q3 III;2025;0 - 15000;Essence;Auto;66050;66050.0;66050;66050;1;Très Faible (1)
AUDI;Q3 PHASE 2;2018;60000 - 75000;Essence;Auto;23990;23990.0;23990;23990;1;Très Faible (1)
AUDI;Q3 PHASE 2;2018;90000 - 105000;Diesel;Manuelle;19900;19900.0;19900;19900;1;Très Faible (1)
AUDI;Q4 E-TRON;2025;0 - 15000;Électrique;Auto;59490;59490.0;59490;59490;1;Très Faible (1)
AUDI;Q4 E-TRON SPORTBACK;2022;15000 - 30000;Électrique;Auto;37480;37480.0;37480;37480;1;Très Faible (1)
AUDI;Q4 E-TRON SPORTBACK;2025;0 - 15000;Électrique;Auto;54990;54990.0;54990;54990;1;Très Faible (1)
AUDI;Q5 II;2017;60000 - 75000;Diesel;Auto;28490;28490.0;28488;28488;1;Très Faible (1)
AUDI;Q5 II;2018;120000 - 135000;Diesel;Auto;29900;29900.0;29900;29900;1;Très Faible (1)
AUDI;Q5 II;2019;105000 - 120000;Diesel;Auto;26990;26990.0;26990;26990;1;Très Faible (1)
AUDI;Q5 II;2019;135000 - 150000;Diesel;Auto;26490;26490.0;26488;26488;1;Très Faible (1)
AUDI;Q5 II;2019;60000 - 75000;Diesel;Auto;43000;43000.0;42998;42998;1;Très Faible (1)
AUDI;Q5 II;2020;45000 - 60000;Diesel;Auto;34790;34790.0;34788;34788;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2020;90000 - 105000;Hybrides;Auto;27500;27500.0;27500;27500;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2021;60000 - 75000;Diesel;Auto;38990;38990.0;38990;38990;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2021;75000 - 90000;Diesel;Auto;39000;39000.0;38999;38999;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2022;30000 - 45000;Diesel;Auto;42900;42900.0;42900;42900;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2022;45000 - 60000;Diesel;Auto;48990;48990.0;48990;48990;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2023;30000 - 45000;Diesel;Auto;44500;44500.0;44499;44499;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2023;45000 - 60000;Diesel;Auto;47900;47900.0;47900;47900;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2024;15000 - 30000;Hybrides;Auto;56490;56490.0;56490;56490;1;Très Faible (1)
AUDI;Q5 II PHASE 2;2025;15000 - 30000;Diesel;Auto;53890;53890.0;53890;53890;1;Très Faible (1)
AUDI;Q5 II SPORTBACK PHASE 2;2021;60000 - 75000;Diesel;Auto;44490;44490.0;41990;46990;2;Faible (2-5)
AUDI;Q5 II SPORTBACK PHASE 2;2021;60000 - 75000;Hybrides;Auto;49990;49990.0;49990;49990;1;Très Faible (1)
AUDI;Q5 II SPORTBACK PHASE 2;2022;105000 - 120000;Diesel;Auto;38100;38100.0;38104;38104;1;Très Faible (1)
AUDI;Q5 II SPORTBACK PHASE 2;2022;60000 - 75000;Hybrides;Auto;44990;44990.0;44990;44990;1;Très Faible (1)
AUDI;Q5 II SPORTBACK PHASE 2;2022;75000 - 90000;Hybrides;Auto;42440;42440.0;42000;42890;2;Faible (2-5)
AUDI;Q5 II SPORTBACK PHASE 2;2023;15000 - 30000;Hybrides;Auto;57990;57990.0;57990;57990;1;Très Faible (1)
AUDI;Q5 II SPORTBACK PHASE 2;2023;45000 - 60000;Diesel;Auto;59990;59990.0;59990;59990;1;Très Faible (1)
AUDI;Q5 II SPORTBACK PHASE 2;2023;75000 - 90000;Hybrides;Auto;43990;43990.0;43990;43990;1;Très Faible (1)
AUDI;Q5 II SPORTBACK PHASE 2;2024;105000 - 120000;Hybrides;Auto;42980;42980.0;42980;42980;1;Très Faible (1)
AUDI;Q5 III;2025;0 - 15000;Essence;Auto;82490;82490.0;82490;82490;1;Très Faible (1)
AUDI;Q5 III;2025;0 - 15000;Hybrides;Auto;82980;82980.0;82980;82980;1;Très Faible (1)
AUDI;Q5 III SPORTBACK;2025;0 - 15000;Essence;Auto;87990;87990.0;87990;87990;1;Très Faible (1)
AUDI;Q7 II PHASE 2;2020;75000 - 90000;Diesel;Auto;58990;58990.0;58990;58990;1;Très Faible (1)
AUDI;Q7 II PHASE 2;2021;75000 - 90000;Hybrides;Auto;53790;53790.0;53790;53790;1;Très Faible (1)
AUDI;Q8;2019;150000 - 165000;Diesel;Auto;44990;44990.0;44990;44990;1;Très Faible (1)
AUDI;Q8;2021;75000 - 90000;Hybrides;Auto;68490;68490.0;68490;68490;1;Très Faible (1)
AUDI;Q8;2023;30000 - 45000;Hybrides;Auto;84980;84980.0;84980;84980;1;Très Faible (1)
AUDI;R8;2007;120000 - 135000;Essence;Auto;54990;54990.0;54990;54990;1;Très Faible (1)
AUDI;RS Q3 PHASE 2;2016;150000 - 165000;Essence;Auto;24990;24990.0;24990;24990;1;Très Faible (1)
AUDI;RS3 II SPORTBACK PHASE 2;2017;150000 - 165000;Essence;Auto;34980;34980.0;34980;34980;1;Très Faible (1)
AUDI;RS3 II SPORTBACK PHASE 2;2019;90000 - 105000;Essence;Auto;39900;39900.0;39900;39900;1;Très Faible (1)
AUDI;RS3 III SPORTBACK;2019;45000 - 60000;Essence;Auto;49990;49990.0;49990;49990;1;Très Faible (1)
AUDI;RS3 III SPORTBACK;2023;30000 - 45000;Essence;Auto;62990;62990.0;62990;62990;1;Très Faible (1)
AUDI;RS3 III SPORTBACK;2023;45000 - 60000;Essence;Auto;67000;67000.0;66999;66999;1;Très Faible (1)
AUDI;RS4;1998;120000 - 135000;Essence;Manuelle;21900;21900.0;21900;21900;1;Très Faible (1)
AUDI;RS4;1999;315000 - 330000;Essence;Manuelle;10000;10000.0;10000;10000;1;Très Faible (1)
AUDI;RS4;2000;210000 - 225000;Essence;Manuelle;33000;33000.0;32999;32999;1;Très Faible (1)
AUDI;RS4;2001;135000 - 150000;Essence;Manuelle;40990;40990.0;40990;40990;1;Très Faible (1)
AUDI;RS4;2001;150000 - 165000;Essence;Manuelle;38900;38900.0;38900;38900;1;Très Faible (1)
AUDI;RS4;2001;165000 - 180000;Essence;Manuelle;34900;34900.0;34900;34900;1;Très Faible (1)
AUDI;RS4;2001;180000 - 195000;Essence;Manuelle;34500;34500.0;34500;34500;1;Très Faible (1)
AUDI;RS4 IV AVANT;2014;90000 - 105000;Essence;Auto;43590;43590.0;43590;43590;1;Très Faible (1)
AUDI;RS4 V AVANT;2019;75000 - 90000;Essence;Auto;62890;62890.0;62890;62890;1;Très Faible (1)
AUDI;RS4 V AVANT PHASE 2;2020;60000 - 75000;Essence;Auto;76990;76990.0;76990;76990;1;Très Faible (1)
AUDI;RS5;2011;105000 - 120000;Essence;Auto;28390;28390.0;28390;28390;1;Très Faible (1)
AUDI;RS6 IV AVANT;2020;45000 - 60000;Essence;Auto;109990;109990.0;109990;109990;1;Très Faible (1)
AUDI;RS6 IV AVANT;2021;30000 - 45000;Essence;Auto;137800;137800.0;137800;137800;1;Très Faible (1)
AUDI;RS7 II SPORTBACK;2020;75000 - 90000;Essence;Auto;89800;89800.0;89800;89800;1;Très Faible (1)
AUDI;S 1;2000;105000 - 120000;Essence;Manuelle;11490;11490.0;11490;11490;1;Très Faible (1)
AUDI;S 3;2000;135000 - 150000;Essence;Manuelle;15000;15000.0;15000;15000;1;Très Faible (1)
AUDI;S1;2015;75000 - 90000;Essence;Manuelle;21890;21890.0;21890;21890;1;Très Faible (1)
AUDI;S3;1999;15000 - 30000;Essence;Manuelle;11000;11000.0;11000;11000;1;Très Faible (1)
AUDI;S3;1999;150000 - 165000;Essence;Manuelle;9990;9990.0;9990;9990;1;Très Faible (1)
AUDI;S3;1999;210000 - 225000;Essence;Manuelle;7700;7500.0;5000;10000;5;Faible (2-5)
AUDI;S3;1999;225000 - 240000;Essence;Manuelle;9450;9450.0;8400;10500;2;Faible (2-5)
AUDI;S3;1999;255000 - 270000;Essence;Manuelle;6800;6800.0;6800;6800;1;Très Faible (1)
AUDI;S3;1999;270000 - 285000;Essence;Manuelle;5000;5000.0;5000;5000;1;Très Faible (1)
AUDI;S3;2000;135000 - 150000;Essence;Manuelle;11440;11440.0;9990;12900;2;Faible (2-5)
AUDI;S3;2000;165000 - 180000;Essence;Manuelle;7500;7500.0;7500;7500;1;Très Faible (1)
AUDI;S3;2000;180000 - 195000;Essence;Manuelle;9500;9500.0;9500;9500;1;Très Faible (1)
AUDI;S3;2000;195000 - 210000;Essence;Manuelle;12500;12500.0;12500;12500;1;Très Faible (1)
AUDI;S3;2000;225000 - 240000;Essence;Manuelle;9000;9000.0;8000;9990;2;Faible (2-5)
AUDI;S3;2000;240000 - 255000;Essence;Manuelle;9850;9850.0;7800;11900;2;Faible (2-5)
AUDI;S3;2000;255000 - 270000;Essence;Manuelle;8000;8000.0;8000;8000;1;Très Faible (1)
AUDI;S3;2000;270000 - 285000;Diesel;Manuelle;10500;10500.0;10500;10500;1;Très Faible (1)
AUDI;S3;2000;300000 - 315000;Essence;Manuelle;5800;5800.0;5800;5800;1;Très Faible (1)
AUDI;S3;2001;135000 - 150000;Essence;Manuelle;10000;10000.0;10000;10000;1;Très Faible (1)
AUDI;S3;2001;150000 - 165000;Essence;Manuelle;13740;13740.0;11490;16000;2;Faible (2-5)
AUDI;S3;2001;180000 - 195000;Essence;Manuelle;11160;10490.0;8500;14500;3;Faible (2-5)
AUDI;S3;2001;210000 - 225000;Essence;Manuelle;9500;8500.0;8000;11990;3;Faible (2-5)
AUDI;S3;2001;225000 - 240000;Essence;Manuelle;7740;7740.0;6500;8990;2;Faible (2-5)
AUDI;S3;2002;225000 - 240000;Essence;Manuelle;10000;10000.0;10000;10000;1;Très Faible (1)
AUDI;S3 III SPORTBACK PHASE 2;2018;90000 - 105000;Essence;Auto;27700;27700.0;27700;27700;1;Très Faible (1)
AUDI;S3 III SPORTBACK PHASE 2;2019;75000 - 90000;Essence;Auto;33890;33890.0;33890;33890;1;Très Faible (1)
AUDI;S4;1997;180000 - 195000;Diesel;Manuelle;3500;3500.0;3500;3500;1;Très Faible (1)
